,Brand,Model No,Tot Vol,Labelled energy consumption (kWh/year)
677,HITACHI,R-WB560PT9GBK,511,338
678,Mykin,MCF146I,146,314
679,Mykin,MCF146B,146,314
680,Mykin,MCF146C,146,314
681,Mykin,MCF146S,146,314
682,Mykin,MCF146W,146,314
683,Smeg,SR720XA,447,457
684,WESTINGHOUSE,WCM1400WD,142,230
685,WESTINGHOUSE,WCM2000WD,200,279
686,WESTINGHOUSE,WCM2900WD,292,335
687,GAGGENAU,RC472504,547,281
688,LIEBHERR,SIGN 3576,248,331
689,LIEBHERR,SIGN 3524,248,331
690,LIEBHERR,SIGN 35**,248,331
691,Mykin,MCF146*,146,314
692,HITACHI,R-WB560PT9***,511,338
693,Sub-Zero,ICBIC-30FI-LH,425,336
694,Sub-Zero,ICBIC-30FI-RH,425,336
695,Sub-Zero,ICBIC-30FI-**,425,336
696,Sub-Zero,ICBIC-24R-LH,366,164
697,Sub-Zero,ICBIC-24R-RH,366,164
698,Sub-Zero,ICBIC-24R-**,366,164
699,Sub-Zero,ICBIC-30RID-LH,494,221
700,Sub-Zero,ICBIC-30RID-RH,494,221
701,Sub-Zero,ICBIC-30RID-**,494,221
702,Sub-Zero,ICBIT-30CIID-LH,430,349
703,Sub-Zero,ICBIT-30CIID-RH,430,349
704,Sub-Zero,ICBIT-30CIID-**,430,349
705,Sub-Zero,ICBPRO3650/LH,660,429
706,Sub-Zero,ICBPRO3650/RH,660,429
707,Sub-Zero,ICBPRO3650G/RH,660,429
708,Sub-Zero,ICBPRO3650G/LH,660,429
709,Sub-Zero,ICBPRO4850G,865,631
710,Sub-Zero,ICBPRO4850,865,631
711,Sub-Zero,ICBPRO4850*,865,631
712,WESTINGHOUSE,WIM1000SC,101,204
713,WESTINGHOUSE,WIM1000WC,101,204
714,WESTINGHOUSE,WIM1000*,101,204
715,Haier,HRF220TW3,198,240
716,Haier,HRF220TS3,198,240
717,Haier,HRF454TS2,450,376
718,Haier,HRF454TW2,450,376
719,LIEBHERR,SIKB 3550,344,328
720,LIEBHERR,SIKB 3520,344,328
721,LIEBHERR,SIKB 35**,344,328
722,BEKO,BFR622PX,622,605
723,Eurotech,ED-RFSS562SS,563,576
724,Daewoo,RFP - 461SE,462,576
725,STIRLING,STR-H183W,183,248
726,SHARP,SJ,676,635
727,SHARP,SJ-FJ676V-WH,676,635
728,SHARP,SJ-FJ676V-BK,676,635
729,Sub-Zero,ICBID-30R,151,99
730,Sub-Zero,ICBID-30CI,145,193
731,Sheffield,PLA1352,415,495
732,WESTINGHOUSE,WCM2900WD,292,249
733,Kogan,KAMSBSF527A,582,590
734,Kogan,KAMSBSF527B,582,590
735,Kogan,KAMSBSF527C,582,590
736,Kogan,KAMSBSF584A,582,590
737,Kogan,KAMSBSF584B,582,590
738,Kogan,KAMSBSF584C,582,590
739,Sub-Zero,ICBPRO3650*/**,660,429
740,Lemair,L550SXS,562,645
741,MIDEA,352209,207,380
742,Eurotech,ED-CF200,200,300
743,HELLER,HFF459W,450,376
744,HELLER,HFF459S,450,376
745,HELLER,HFF459,450,376
746,HELLER,HFF366,362,383
747,HELLER,HFF366S,362,383
748,KLEENMAID,CRZ25511,266,432
749,Kogan,KAMSBSF****,582,590
750,MIDEA,352332,266,432
751,HITACHI,R-B330PT9,303,316
752,HITACHI,R-B330PT9BBK,303,316
753,HITACHI,R-B330PT9BSL,303,316
754,HITACHI,R-B330PT9***,303,316
755,HITACHI,R-V445PT8,403,395
756,HITACHI,R-V445PT8PWH,403,395
757,HITACHI,R-V445PT8BSL,403,395
758,HITACHI,R-V445PT8BBK,403,395
759,HITACHI,R-V445PT8PSV,403,395
760,HITACHI,R-V445PT8***,403,395
761,HITACHI,R-WB560PT9,511,338
762,HITACHI,R-WB560PT9GBK,511,338
763,HITACHI,R-WB560PT9***,511,338
764,BEKO,TS190320,87,188
765,Bellini,BBFM112-F,112,224
766,LIEBHERR,UKes 1752,131,337
767,BEKO,FNE1074,94,280
768,HITACHI,R-V445PT7*,415,456
769,HITACHI,R-V445PT7BSL,415,456
770,HITACHI,R-V445PT7BBL,415,456
771,HITACHI,R-V445PT7PBK,415,456
772,HITACHI,R-V445PT7PWH,415,456
773,HITACHI,R-V445PT7INX,415,456
774,HITACHI,R-V445PT7SLS,415,456
775,HITACHI,R-V445PT7,415,456
776,HITACHI,R-V*410PT8***,375,268
777,HITACHI,R-VG410PT8GPW,375,268
778,HITACHI,R-VG410PT8GGR,375,268
779,HITACHI,R-VG410PT8GBK,375,268
780,HITACHI,R-V410PT8PWH,375,268
781,HITACHI,R-V410PT8BSL,375,268
782,HITACHI,R-V410PT8BBK,375,268
783,HITACHI,R-V*480PT8***,443,286
784,HITACHI,R-VG480PT8GPW,443,286
785,HITACHI,R-VG480PT8GGR,443,286
786,HITACHI,R-VG480PT8GBK,443,286
787,HITACHI,R-V480PT8PWH,443,286
788,HITACHI,R-V480PT8BSL,443,286
789,HITACHI,R-V480PT8BBK,443,286
790,HITACHI,R-B500PT6INX,466,318
791,HITACHI,R-B500PT6GBW,466,318
792,HITACHI,R-B500PT6GPW,466,318
793,HITACHI,R-B500PT6GGR,466,318
794,HITACHI,R-B500PT6GS,466,318
795,HITACHI,R-B500PT6GBK,466,318
796,HITACHI,R-B500PT6,466,318
797,HITACHI,R-B570PT7GPW,525,326
798,HITACHI,R-B570PT7GS,525,326
799,HITACHI,R-B570PT7GBK,525,326
800,HITACHI,R-B570PT7INX,525,326
801,HITACHI,R-B570PT7SLS,525,326
802,HITACHI,R-B570PT7GGR,525,326
803,HITACHI,R-B570PT7XGR,525,326
804,HITACHI,R-B570PT7,525,326
805,Haier,HRF454T**,450,376
806,Haier,HRF360TS2,362,383
807,Haier,HRF360TW2,362,383
808,Haier,HRF360T**,362,383
809,Haier,HVF170VW,167,276
810,TECO,TFF270WNTCM,268,430
811,TECO,TFF270SNTCM,268,430
812,TECO,TFF270*NTCM,268,430
813,TECO,TFF240WNTCM,239,410
814,TECO,TFF240SNTCM,239,410
815,TECO,TFF240*NTCM,239,410
816,SEIKI,SC-470AU9FDS,473,462
817,ADVENTURE KINGS,YCD70K,70,185
818,Kogan,KAM198CHWZA,198,260
819,Kogan,KAM198CHWZB,198,260
820,Kogan,KAM198CHWZC,198,260
821,Kogan,KAM46LBRSFA,46,221
822,Kogan,KAM46LBRSFB,46,221
823,Kogan,KAM46LBRSFC,46,221
824,Kogan,KAM46LBRSF*,46,221
825,Kogan,KAM198CHWZ*,198,260
826,Kogan,KAM323BMSFA,323,396
827,Kogan,KAM323BMSFB,323,396
828,Kogan,KAM323BMSFC,323,396
829,Kogan,KAM323BMSF*,323,396
830,CHIQ,CSF190W,190,290
831,CHIQ,CSF189B,190,290
832,CHIQ,CSF188S,190,290
833,CHIQ,CSF****,190,290
834,Baumatic,BIR266BM,266,432
835,HITACHI,R-B500PT6 series,466,318
836,HITACHI,R-B570PT7 series,525,326
837,CHIQ,CSH431W,431,195
838,CHIQ,CSH430B,431,195
839,CHIQ,CSH429S,431,195
840,CHIQ,CSH4***,431,195
841,CHIQ,CSH4***,431,440
842,CHIQ,CSH429S,431,440
843,CHIQ,CSH430B,431,440
844,CHIQ,CSH431W,431,440
845,CHIQ,CRTM213B,216,265
846,CHIQ,CRTM212R,216,265
847,CHIQ,CRTM211C,216,265
848,CHIQ,CRTM21**,216,265
849,Robinhood,RHCF100,100,222
850,Robinhood,RHCF200,200,300
851,Robinhood,RHCF260,260,299
852,Robinhood,OBFZ82X,82,230
853,Robinhood,OBFD126B,126,255
854,Robinhood,OBFD126X,126,255
855,Robinhood,OBFD126*,126,255
856,Robinhood,RHBFD126W,126,255
857,Robinhood,RHBFD78X,78,239
858,Robinhood,RHTMF269W,269,330
859,Robinhood,RHTMF269X,269,330
860,Robinhood,RHTMF269*,269,330
861,Robinhood,RHUFZ183W,183,328
862,Robinhood,RHUFD239W,246,242
863,PANASONIC,NR-CY55CPSAU,494,405
864,PANASONIC,NR-CY55CGKAU,494,405
865,Kogan,KAM69LBRSFA,69,200
866,Kogan,KAM69LBRSFB,69,200
867,Kogan,KAM69LBRSFC,69,200
868,Kogan,KAM69LBRSF*,69,200
869,Kogan,KAM91LTMSFA,91,303
870,Kogan,KAM91LTMSFB,91,303
871,Kogan,KAM91LTMSFC,91,303
872,Kogan,KAM91LTMSF*,91,303
873,Kogan,KAM99LCHWZA,99,209
874,Kogan,KAM99LCHWZB,99,209
875,Kogan,KAM99LCHWZC,99,209
876,Kogan,KAM99LCHWZ*,99,209
877,HOOVER,HFFO3550E AU,201,400
878,Kogan,KAM172UPWFA,172,270
879,Kogan,KAM172UPWFB,172,270
880,Kogan,KAM172UPWFC,172,270
881,Kogan,KAM172UPSFA,172,270
882,Kogan,KAM172UPSFB,172,270
883,Kogan,KAM172UPSFC,172,270
884,Kogan,KAM172UP*F*,172,270
885,Kogan,KAM237UPSFA,237,245
886,Kogan,KAM237UPSFB,237,245
887,Kogan,KAM237UPSFC,237,245
888,Kogan,KAM237UPWFA,237,245
889,Kogan,KAM237UPWFB,237,245
890,Kogan,KAM237UPWFC,237,245
891,Kogan,KAM237UP*F*,237,245
892,Kogan,KAM239TMSFA,239,410
893,Kogan,KAM239TMSFB,239,410
894,Kogan,KAM239TMSFC,239,410
895,Kogan,KAM239TMSF*,239,410
896,Kogan,KAM372TMSFA,372,445
897,Kogan,KAM372TMSFB,372,445
898,Kogan,KAM372TMSFC,372,445
899,Kogan,KAM372TMSF*,372,445
900,ILVE,ILFRZ217I,201,400
901,Kogan,KAM535TMSFA,535,333
902,Kogan,KAM535TMSFB,535,333
903,Kogan,KAM535TMSFC,535,333
904,Kogan,KAM535TMSF*,535,333
905,Kogan,KAM545FRSFA,545,548
906,Kogan,KAM545FRSFB,545,548
907,Kogan,KAM545FRSFC,545,548
908,Kogan,KAM545FRSF*,545,548
909,HOOVER,HBOL 822 N AU,139,266
910,ARTUSI,AINT119NF,139,266
911,HOOVER,HFLO3550E AU,318,335
912,ILVE,ILREF316I,318,335
913,HOOVER,HRU 164 NE AU,112,302
914,ARTUSI,AINT119,112,302
915,LIEBHERR,EGN 9171,281,355
916,Inalto,ITM207W,207,335
917,Inalto,ITM207B,207,335
918,Inalto,ITM207X,207,335
919,Inalto,ITM207*,207,335
920,Inalto,ITM239W,239,410
921,Inalto,ITM239B,239,410
922,Inalto,ITM239S,239,410
923,Inalto,ITM239X,239,410
924,Inalto,ITM239*,239,410
925,PANASONIC,NR-BX41CWPAU,368,315
926,Haier,HVF325VW,318,320
927,Sub-Zero,ICBIC-24FI-RH,359,290
928,Sub-Zero,ICBIC-24FI-LH,359,290
929,Sub-Zero,ICBIC-24FI,359,290
930,LG,GC-B529NLCF,454,231
931,Sub-Zero,ICBBI-36UID/O-LH,585,389
932,Sub-Zero,ICBBI-36UID/O-RH,585,389
933,Sub-Zero,ICBBI-36UID/S/PH-LH,585,389
934,Sub-Zero,ICBBI-36UID/S/PH-RH,585,389
935,Sub-Zero,ICBBI-36UID/S/TH-LH,585,389
936,Sub-Zero,ICBBI-36UID/S/TH-RH,585,389
937,Teco,TVF92WMAMLBE,92,209
938,LEMAIR,LTM366W,362,383
939,LEMAIR,LTM366S,362,383
940,LEMAIR,LTM366,362,383
941,LG,GF-V706MBL,706,650
942,LG,GF-V706BSL,706,650
943,LG,GF-V706,706,650
944,Coldstream,CSKE1800SS,190,430
945,Coldstream,CSKE1800WH,190,430
946,Coldstream,CSKE1800**,190,430
947,ICELAND,352210,207,335
948,HISENSE,HR6CDFF670S,670,555
949,SEIKI,SC-459AU7TMS,450,376
950,SEIKI,SC-459AU7TMW,450,376
951,SEIKI,SC-459AU7TM,450,376
952,perlick,HHA24RO-3-**,87.78,277
953,perlick,HHA24RO-3-1L,87.78,277
954,perlick,HHA24RO-3-1R,87.78,277
955,perlick,HHA24RO-3-2L,87.78,277
956,perlick,HHA24RO-3-2R,87.78,277
957,perlick,HHA24RO-3-3L,87.78,277
958,perlick,HHA24RO-3-3R,87.78,277
959,perlick,HHA24RO-3-4L,87.78,277
960,perlick,HHA24RO-3-4R,87.78,277
961,perlick,HPA24RO-3-**,147.25,320
962,perlick,HPA24RO-3-1L,147.25,320
963,perlick,HPA24RO-3-1R,147.25,320
964,perlick,HPA24RO-3-2L,147.25,320
965,perlick,HPA24RO-3-2R,147.25,320
966,perlick,HPA24RO-3-3L,147.25,320
967,perlick,HPA24RO-3-3R,147.25,320
968,perlick,HPA24RO-3-4L,147.25,320
969,perlick,HPA24RO-3-4R,147.25,320
970,perlick,HPA24RO-3-5,147.25,320
971,perlick,HPA24RO-3-6,147.25,320
972,HISENSE,HR6BMFF519B,519,216
973,FISHER & PAYKEL,RS90A1,525,422
974,FISHER & PAYKEL,RS90AU1,525,422
975,Artusi,AINT3000,263,439
976,LIEBHERR,EGN 9271,409,399
977,LIEBHERR,EKB 9471,529,234
978,LIEBHERR,EKB 9671,651,263
979,LG,GF-D706MBL,706,650
980,LG,GF-D706BSL,706,650
981,LG,GF-D706,706,650
982,Lemair,LSBS563S,563,576
983,Sub-Zero,ICBBI-36UID Series,585,389
984,Sub-Zero,ICBIC-18FI-LH,250,267
985,Sub-Zero,ICBIC-18FI-RH,250,267
986,Sub-Zero,ICBIC-18FI Series,250,267
987,Sub-Zero,ICBBI-42SD/S/TH,652,572
988,Sub-Zero,ICBBI-42SD/S/PH,652,572
989,Sub-Zero,ICBBI-42SD Series,652,572
990,Sub-Zero,ICBBI-48SD/S/PH,785,549
991,Sub-Zero,ICBBI-48SD/S/TH,785,549
992,Sub-Zero,ICBBI-48SD/O,785,549
993,Sub-Zero,ICBBI-48SD Series,785,549
994,Hafele,534.14.060,78,239
995,Daewoo,FRN-H24BV*,563,576
996,Daewoo,FRN-H24BCB,563,576
997,Daewoo,FRN-H24BVS,563,576
998,Teco,TBF134*MDBWCBF,134,207
999,Teco,TBF134WMDBWCBF,134,207
1000,Teco,TBF134SMDBWCBF,134,207
1001,Teco,TBF117*MDEWCBF,117,230
1002,Teco,TBF117WMDEWCBF,117,230
1003,Teco,TBF117SMDEWCBF,117,230
1004,LG,GF-V910MBL,910,670
1005,SEIKI,SC-360AU7TMS,362,383
1006,SEIKI,SC-360AU7TMW,362,383
1007,SEIKI,SC-360AU7TM,362,383
1008,SIEMENS,GI81NAC30A,221,260
1009,BOSCH,GIN81AC30A,221,260
1010,SIEMENS,KI81RAD30A,319,199
1011,BOSCH,KIR81AD30A,319,199
1012,Omega,OBMF266FI,266,432
1013,Omega,OBMF323B,323,396
1014,Omega,OBMF323W,323,396
1015,Omega,OBMF323X,323,396
1016,Omega,OBMF323,323,396
1017,Omega,OBMF468X,468,390
1018,Omega,OFDF462X,462,576
1019,MIELE,KFNS 37432 iD,262.5,218
1020,Viva by Robinhood,VCF362,362,300
1021,STIRLING,STR-H48W,48,195
1022,BOSCH,KGN36,351,354
1023,BOSCH,KGN36VI3AA,351,354
1024,BOSCH,KGN36IJ3AA,351,354
1025,LG,GF-B725MBL,726,580
1026,Euromaid,EBF78W,78,239
1027,Euromaid,EBF126W,126,255
1028,Euromaid,EBF126S,126,255
1029,Euromaid,EBF126BK,126,255
1030,Euromaid,EBF126,126,255
1031,Viva by Robinhood,VCF142,146,314
1032,LG,SG-W65TSL,492,313
1033,FISHER & PAYKEL,RS6121WLUK1,371,340
1034,FISHER & PAYKEL,RS6121WRUK1,371,340
1035,Viva by Robinhood,VCF295,295,311
1036,WHIRLPOOL,WPCF05WH,142,234
1037,WHIRLPOOL,WPCF07WH,200,281
1038,WHIRLPOOL,WPCF10WH,292,350
1039,FISHER & PAYKEL,RS6121W series,371,340
1040,FISHER & PAYKEL,RS7621WLUK1,482,390
1041,FISHER & PAYKEL,RS7621WRUK1,482,390
1042,FISHER & PAYKEL,RS7621W series,482,390
1043,LG,GF-B730MBL,730,580
1044,LG,GF-B730PL,730,580
1045,LG,GF-B730,730,580
1046,GAGGENAU,RC462301AU,423,261
1047,LG,GB-455BLE,454,390
1048,SIEMENS,GI38,237,326
1049,SIEMENS,GI38NP60AU,237,326
1050,HITACHI,R-WX670KA,670,420
1051,HITACHI,R-WX670KAXK,670,420
1052,HITACHI,R-WX670KAXW,670,420
1053,LG,GF-L706,706,630
1054,LG,GF-L706MBL,706,630
1055,LG,GF-L706PL,706,630
1056,Stirling,SCF99W,99,209
1057,Coldstream,CSHO-560-B,563,576
1058,Coldstream,CSHO-560-S,563,576
1059,Coldstream,CSHO-560-W,563,576
1060,HITACHI,R-ZX740KA,735,440
1061,HITACHI,R-ZX740KAX,735,440
1062,HITACHI,R-ZX740KAXK,735,440
1063,HITACHI,R-WX620KA,615,400
1064,HITACHI,R-WX620KAXK,615,400
1065,HITACHI,R-WX620KAXW,615,400
1066,SAMSUNG ELECTRONICS,SRF717CDBLS1,719,665
1067,SAMSUNG ELECTRONICS,SRF719DLS1,719,665
1068,SAMSUNG ELECTRONICS,SRF717CDBLS,719,665
1069,SAMSUNG ELECTRONICS,SRF719DLS,719,665
1070,HISENSE,HR6CF144,145,177
1071,BEKO,K70480N,450,335
1072,BEKO,RCNE450K40ZX,450,335
1073,BEKO,RCNE450K40ZW,450,335
1074,BEKO,RCNE480K40ZX,450,335
1075,BEKO,RCNE480K40ZW,450,335
1076,BEKO,BBM450W,450,335
1077,BEKO,BBM450X,450,335
1078,BEKO,BBM450W1,450,335
1079,BEKO,BBM450AN,450,335
1080,SEIKI,SC-520AU7BMW,529,486
1081,SEIKI,SC-520AU7BMS,529,486
1082,SEIKI,SC-520AU7BM,529,486
1083,SAMSUNG ELECTRONICS,SRF582DBLS1,583,580
1084,SAMSUNG ELECTRONICS,SRF583DLS1,583,580
1085,SAMSUNG ELECTRONICS,SRF582DBLS,583,580
1086,SAMSUNG ELECTRONICS,SRF583DLS,583,580
1087,SAMSUNG ELECTRONICS,SRF533DLS1,533,525
1088,SAMSUNG ELECTRONICS,SRF533DLS,533,525
1089,SAMSUNG ELECTRONICS,SRF751CCSS1,751,687
1090,SAMSUNG ELECTRONICS,SRF751CCSS,751,687
1091,HITACHI,R-WX670KA series,670,420
1092,HITACHI,R-ZX740KA series,735,440
1093,HITACHI,R-WX620KA series,615,400
1094,HITACHI,R-WB640VT0GBK,638,542
1095,Lemair,RS-245S,246,242
1096,SHARP,SJ-XP580G-BK,581,430
1097,SHARP,SJ-XE624F-SL,624,530
1098,WHIRLPOOL,WQ70901TXX,677,545
1099,SAMSUNG ELECTRONICS,SRL454DSP,458,395
1100,SAMSUNG ELECTRONICS,SRL453DW,458,395
1101,SAMSUNG ELECTRONICS,SRL445BLS,458,395
1102,WHIRLPOOL,WT5070XX,500,346
1103,WHIRLPOOL,WT5070BK,500,346
1104,WHIRLPOOL,WT5070**,500,346
1105,HISENSE,HR6TFF223,224,307
1106,HISENSE,HRTTFF223S,224,307
1107,SMEG,SR610NE,608,760
1108,LIEBHERR,SGNes 3010,304,310
1109,LIEBHERR,SGNbs 3010,304,310
1110,LIEBHERR,SGNef 3036,304,310
1111,LIEBHERR,SGN** 30**,304,310
1112,HITACHI,R-WB640VT0GMG,638,542
1113,HITACHI,R-WB640VT0 series,638,542
1114,SAMSUNG ELECTRONICS,SRL445BLS1,458,395
1115,SAMSUNG ELECTRONICS,SRL453DW1,458,395
1116,SAMSUNG ELECTRONICS,SRS656MBFH4,656,625
1117,HITACHI,R-WB640VT0,638,542
1118,SHARP,SJ-XP470HB-SL,473,462
1119,Palsonic,PW268TFR,268,430
1120,SHARP,SJ-XP580G-SL,581,430
1121,SHARP,SJ-XP580G-**,581,430
1122,WHIRLPOOL,WQ70902TXX,656,611
1123,KitchenAid,KA9035TXX,656,611
1124,Haier,HRF505VS,505,237
1125,Haier,HRF505VW,505,237
1126,Haier,HRF505V*,505,237
1127,Haier,HVF430VS,430,370
1128,Haier,HVF430VW,430,370
1129,Haier,HVF430V*,430,370
1130,FISHER & PAYKEL,RF610ADW6,614,448
1131,FISHER & PAYKEL,RF610ADW5,614,448
1132,FISHER & PAYKEL,RF610A*,614,448
1133,FISHER & PAYKEL,RF610ADX6,614,448
1134,FISHER & PAYKEL,RF610ADX5,614,448
1135,FISHER & PAYKEL,E442BRWFD5,442,428
1136,FISHER & PAYKEL,E442BLXFD5,442,428
1137,FISHER & PAYKEL,E442BRXFD5,442,428
1138,FISHER & PAYKEL,E442BRX5,442,428
1139,FISHER & PAYKEL,E442BLX5,442,428
1140,FISHER & PAYKEL,E442BRE5,442,428
1141,FISHER & PAYKEL,E442BLE5,442,428
1142,FISHER & PAYKEL,E442B*,442,428
1143,FISHER & PAYKEL,RF522BLPW6,519,467
1144,FISHER & PAYKEL,RF522BRPW6,519,467
1145,FISHER & PAYKEL,RF522BLPX6,519,467
1146,FISHER & PAYKEL,RF522BRPX6,519,467
1147,FISHER & PAYKEL,RF522BRGW6,519,467
1148,FISHER & PAYKEL,RF522BLGW6,519,467
1149,FISHER & PAYKEL,RF522BRGX6,519,467
1150,FISHER & PAYKEL,RF522BLGX6,519,467
1151,FISHER & PAYKEL,RF522BRPB6,519,467
1152,FISHER & PAYKEL,**522B***6,519,467
1153,FISHER & PAYKEL,*522B* Ice & Water,519,472
1154,FISHER & PAYKEL,RF522BLPUX6,519,472
1155,FISHER & PAYKEL,RF522BRPUX6,519,472
1156,FISHER & PAYKEL,RF522BRZUX6,519,472
1157,FISHER & PAYKEL,RF522BLZUX6,519,472
1158,FISHER & PAYKEL,E442BLXFDU5,442,433
1159,FISHER & PAYKEL,E442BRXFDU5,442,433
1160,FISHER & PAYKEL,E442B* Ice & Water,442,433
1161,LIEBHERR,SKes 4210,405,279
1162,LIEBHERR,SKbs 4210,405,279
1163,LIEBHERR,SKef 4260,405,279
1164,LIEBHERR,SK** 42*0,405,279
1165,SHARP,SJ-XP624FB-SL,556,473
1166,SHARP,SJ-XP624FB-BK,556,473
1167,SHARP,SJ-XP624FB,556,473
1168,SHARP,SJ-XP624FB-WH,556,473
1169,SHARP,SJ-XP624FB-W,556,473
1170,SHARP,SJ-XP624FB-BE,556,473
1171,SHARP,SJ-XP624FB-B,556,473
1172,SHARP,SJ-XP624FB-ST,556,473
1173,SHARP,SJ-XP624FB-SS,556,473
1174,Euromaid,EBF42W,42,249
1175,PANASONIC,NR-BX41CWKAU,368,315
1176,Euromaid,EUFR82W,82,230
1177,Euromaid,EUF246W,246,242
1178,Euromaid,EUFR183W,183,328
1179,Euromaid,ETM87W,87,295
1180,Euromaid,ETM221W,221,305
1181,ACQUA,GY-NE20CF,200,225
1182,ACQUA,GY-NE155FR,155,228
1183,ACQUA,GY-NE242RF,242,175
1184,SAMSUNG ELECTRONICS,SRL447DMB,455,330
1185,SAMSUNG ELECTRONICS,SRL446DLS,455,330
1186,SAMSUNG ELECTRONICS,SRL455DLS1,455,330
1187,SAMSUNG ELECTRONICS,SRL452DBLS1,455,330
1188,SAMSUNG ELECTRONICS,SRL455DLS,455,330
1189,SAMSUNG ELECTRONICS,SRL452DBLS,455,330
1190,SAMSUNG ELECTRONICS,SRL459MB,458,330
1191,SAMSUNG ELECTRONICS,SRL456LS,458,330
1192,SAMSUNG ELECTRONICS,SRL458ELS1,458,330
1193,SAMSUNG ELECTRONICS,SRL451BLS1,458,330
1194,SAMSUNG ELECTRONICS,SRL458ELS,458,330
1195,SAMSUNG ELECTRONICS,SRL451BLS,458,330
1196,LG,GB-335PL,335,293
1197,LG,GB-335MBL,335,293
1198,LG,GB-335WL,335,293
1199,LG,GB-335,335,293
1200,Gorenje,NRKI5182PW,278,382
1201,Nordic,FR-92N,92,209
1202,Gorenje,NRKI5181LW,278,463
1203,Palsonic,PW268SFZR,268,149
1204,Palsonic,PS268SFZR,268,149
1205,Palsonic,PW / PS,268,149
1206,Palsonic,PW268SFZR,268,340
1207,Palsonic,PS268SFZR,268,340
1208,Palsonic,PW ? PS,268,340
1209,BOSCH,KFN96PX91I,568,415
1210,Smeg,FA490RANAU,504,607
1211,Smeg,FA490RBLAU,504,607
1212,NAKITA,CM0552,96,185
1213,TECO,TBF47WMBWBBE,46.6,222
1214,TECO,TBF47BMBWBBE,46.6,222
1215,TECO,TBF47RMBWBBE,46.6,222
1216,TECO,TBF47SMBWBBE,46.6,222
1217,TECO,TBF47*MBWBBE,46.6,222
1218,TECO,TBF75WMDAWIBE,75,183
1219,TECO,TBF75BMDAWIBE,75,183
1220,TECO,TBF75SMDAWIBE,75,183
1221,TECO,TBF75RMDAWIBE,75,183
1222,TECO,TBF75*MDAWIBE,75,183
1223,Smeg,FA490RRAU,504,607
1224,Smeg,FA490RWHAU,504,607
1225,Smeg,FA490RXAU,504,607
1226,Smeg,FA490RORAU,504,607
1227,Smeg,FA490ROGAU,504,607
1228,Smeg,FA490RYWAU,504,607
1229,ACQUA,GY-NE15CF,145,177
1230,NAKITA,CM0551,145,235
1231,Coldstream,CSHO560WAT/SS,560,574
1232,LG,GS-VB680PL,687,560
1233,MITSUBISHI ELECTRIC,MR-CGX492EP-GBK-A2,492,342
1234,MITSUBISHI ELECTRIC,MR-CGX492EP-GSL-A2,492,342
1235,MITSUBISHI ELECTRIC,MR-CGX492EP-GWH-A2,492,342
1236,MITSUBISHI ELECTRIC,MR-CGX492EPL-GBK-A2,492,342
1237,MITSUBISHI ELECTRIC,MR-CGX492EPL-GSL-A2,492,342
1238,MITSUBISHI ELECTRIC,MR-CGX492EPL-GWH-A2,492,342
1239,MITSUBISHI ELECTRIC,MR-CGX492EP series,492,342
1240,MITSUBISHI ELECTRIC,MR-CX492EPL-WH-A2,492,342
1241,MITSUBISHI ELECTRIC,MR-CX492EPL-ST-A2,492,342
1242,MITSUBISHI ELECTRIC,MR-CX492EPL-BST-A2,492,342
1243,MITSUBISHI ELECTRIC,MR-CX492EP-WH-A2,492,342
1244,MITSUBISHI ELECTRIC,MR-CX492EP-ST-A2,492,342
1245,MITSUBISHI ELECTRIC,MR-CX492EP-BST-A2,492,342
1246,MITSUBISHI ELECTRIC,MR-CX492EP series,492,342
1247,Coldstream,CSHO-560-*,563,576
1248,HISENSE,HR6BF157,157,190
1249,HISENSE,HR6BF157R,157,190
1250,HISENSE,HR6BF157O,157,190
1251,HISENSE,HR6BF157W,157,190
1252,HISENSE,HR6BF157B,157,190
1253,HISENSE,HR6TFF350,350,380
1254,HISENSE,HR6TFF272S,272,379
1255,HISENSE,HR6TFF272,272,379
1256,HISENSE,HR6BF47,47,248
1257,MEC,MFF366,366,336
1258,MEC,MFF366S,366,336
1259,MEC,HFF366,366,336
1260,HELLER,HFF366S,366,336
1261,HELLER,HFF366,366,336
1262,Smeg,FA490R Series,504,607
1263,Kogan,KAM529BMWFA,529,486
1264,Kogan,KAM529BMWFB,529,486
1265,Kogan,KAM529BMWFC,529,486
1266,Kogan,KAM529BMWF*,529,486
1267,KELVINATOR,KBM5302AC-R,529,421
1268,KELVINATOR,KBM5302WC-R,529,421
1269,PARMCO,CHF-145,145,321
1270,PARMCO,CHF-251,251,404
1271,PARMCO,CHF-380,380,514
1272,Teka,TSBS584IV,584,590
1273,Teka,TSBS584B,584,590
1274,Teka,TSBS584S,584,590
1275,Teka,TSBS584W,584,590
1276,Teka,TSBS584X,584,590
1277,Teka,TSBS584*,584,590
1278,Teka,T4DF545X,545,548
1279,Teka,T4DF545BX,545,548
1280,Teka,T4DF545W,545,548
1281,Teka,T4DF545S,545,548
1282,Teka,T4DF545B,545,548
1283,Teka,T4DF545*,545,548
1284,Smeg,FAB38RBLAU,504,569
1285,Smeg,FAB38LBLAU,504,569
1286,Smeg,FAB38RCRAU,504,569
1287,Smeg,FAB38LCRAU,504,569
1288,Smeg,FAB38RPBAU,504,569
1289,Smeg,FAB38RPGAU,504,569
1290,Smeg,FAB38RRDAU,504,569
1291,Smeg,FAB38RWHAU,504,569
